 frequency       v(finalp,finaln) v(finalp,finaln) v(v1p,v1n)      v(v1p,v1n)      v(vga1p,vga1n)  v(vga1p,vga1n)  v(v2p,v2n)      v(v2p,v2n)      v(vga2p,vga2n)  v(vga2p,vga2n)  v(bufinp,bufinn) v(bufinp,bufinn) v(outp,outn)    v(outp,outn)   
 1.41253754e+06 -5.34872353e+02  1.86443419e+03 -2.56092550e+02 -1.81587626e+02  4.85992385e+02  3.43147371e+02  1.59640990e+02  4.54019661e+02 -3.65606791e+02 -1.03321349e+03  2.43563796e+02 -8.48891744e+02 -5.35058297e+02  1.86505747e+03 
 1.44543977e+06 -4.84977018e+02  1.92410763e+03 -2.60008401e+02 -1.80166899e+02  4.93381245e+02  3.40433247e+02  1.72014964e+02  4.57337608e+02 -3.93767704e+02 -1.04067465e+03  2.20847488e+02 -8.76062425e+02 -4.85146600e+02  1.92475105e+03 
 1.47910839e+06 -4.32195477e+02  1.98197025e+03 -2.63861456e+02 -1.78674188e+02  5.00650374e+02  3.37584042e+02  1.84481736e+02  4.60252000e+02 -4.22134914e+02 -1.04721775e+03  1.96817087e+02 -9.02408700e+02 -4.32347738e+02  1.98263323e+03 
 1.51356125e+06 -3.76660340e+02  2.03785436e+03 -2.67649227e+02 -1.77112826e+02  5.07795141e+02  3.34606097e+02  1.97018826e+02  4.62761936e+02 -4.50657341e+02 -1.05284108e+03  1.71532967e+02 -9.27854216e+02 -3.76794361e+02  2.03853626e+03 
 1.54881662e+06 -3.18515615e+02  2.09160461e+03 -2.71369449e+02 -1.75486228e+02  5.14811332e+02  3.31505899e+02  2.09604018e+02  4.64868014e+02 -4.79284529e+02 -1.05754628e+03  1.45060694e+02 -9.52328245e+02 -3.18630529e+02  2.09230472e+03 
 1.58489319e+06 -2.57915367e+02  2.14307882e+03 -2.75020073e+02 -1.73797874e+02  5.21695150e+02  3.28290051e+02  2.22215472e+02  4.66572273e+02 -5.07966906e+02 -1.06133831e+03  1.17470413e+02 -9.75766052e+02 -2.58010354e+02  2.14379640e+03 
 1.62181010e+06 -1.95022310e+02  2.19214860e+03 -2.78599276e+02 -1.72051288e+02  5.28443219e+02  3.24965238e+02  2.34831834e+02  4.67878133e+02 -5.36656021e+02 -1.06422521e+03  8.88362049e+01 -9.98109180e+02 -1.95096604e+02  2.19288287e+03 
 1.65958691e+06 -1.30006380e+02  2.23869984e+03 -2.82105449e+02 -1.70250032e+02  5.35052571e+02  3.21538206e+02  2.47432332e+02  4.68790328e+02 -5.65304770e+02 -1.06621803e+03  5.92354420e+01 -1.01930568e+03 -1.30059274e+02  2.23944996e+03 
 1.69824365e+06 -6.30432985e+01  2.28263302e+03 -2.85537202e+02 -1.68397679e+02  5.41520651e+02  3.18015723e+02  2.59996865e+02  4.69314831e+02 -5.93867591e+02 -1.06733059e+03  2.87481292e+01 -1.03931023e+03 -6.30741430e+01  2.28339815e+03 
 1.73780083e+06  5.68685377e+00  2.32386340e+03 -2.88893358e+02 -1.66497810e+02  5.47845304e+02  3.14404560e+02  2.72506085e+02  4.69458769e+02 -6.22300650e+02 -1.06757934e+03 -2.54374434e+00 -1.05808426e+03  5.67864999e+00  2.32464265e+03 
 1.77827941e+06  7.60010404e+01  2.36232098e+03 -2.92172947e+02 -1.64553991e+02  5.54024765e+02  3.10711461e+02  2.84941462e+02  4.69230336e+02 -6.50561989e+02 -1.06698314e+03 -3.45568428e+01 -1.07559589e+03  7.60160072e+01  2.36311344e+03 
 1.81970086e+06  1.47714624e+02  2.39795043e+03 -2.95375202e+02 -1.62569767e+02  5.60057652e+02  3.06943122e+02  2.97285349e+02  4.68638710e+02 -6.78611667e+02 -1.06556303e+03 -6.72071016e+01 -1.09181993e+03  1.47753230e+02  2.39875517e+03 
 1.86208714e+06  2.20642664e+02  2.43071079e+03 -2.98499552e+02 -1.60548643e+02  5.65942951e+02  3.03106163e+02  3.09521031e+02  4.67693950e+02 -7.06411871e+02 -1.06334208e+03 -1.00410319e+02 -1.10673774e+03  2.20705317e+02  2.43152687e+03 
 1.90546072e+06  2.94601152e+02  2.46057511e+03 -3.01545613e+02 -1.58494078e+02  5.71680000e+02  2.99207113e+02  3.21632762e+02  4.66406914e+02 -7.33927002e+02 -1.06034514e+03 -1.34082714e+02 -1.12033703e+03  2.94688197e+02  2.46140158e+03 
 1.94984460e+06  3.69408153e+02  2.48752997e+03 -3.04513183e+02 -1.56409476e+02  5.77268478e+02  2.95252384e+02  3.33605801e+02  4.64789155e+02 -7.61123750e+02 -1.05659861e+03 -1.68141455e+02 -1.13261171e+03  3.69519878e+02  2.48836588e+03 
 1.99526231e+06  4.44884878e+02  2.51157491e+03 -3.07402233e+02 -1.54298167e+02  5.82708386e+02  2.91248262e+02  3.45426428e+02  4.62852835e+02 -7.87971136e+02 -1.05213028e+03 -2.02505139e+02 -1.14356157e+03  4.45021508e+02  2.51241930e+03 
 2.04173794e+06  5.20856644e+02  2.53272177e+03 -3.10212896e+02 -1.52163411e+02  5.88000034e+02  2.87200880e+02  3.57081966e+02  4.60610630e+02 -8.14440544e+02 -1.04696906e+03 -2.37094233e+02 -1.15319198e+03  5.21018348e+02  2.53357369e+03 
 2.08929613e+06  5.97153751e+02  2.55099396e+03 -3.12945461e+02 -1.50008380e+02  5.93144019e+02  2.83116216e+02  3.68560778e+02  4.58075641e+02 -8.40505731e+02 -1.04114483e+03 -2.71831474e+02 -1.16151361e+03  5.97340641e+02  2.55185247e+03 
 2.13796209e+06  6.73612248e+02  2.56642571e+03 -3.15600361e+02 -1.47836158e+02  5.98141208e+02  2.79000069e+02  3.79852267e+02  4.55261308e+02 -8.66142820e+02 -1.03468822e+03 -3.06642214e+02 -1.16854205e+03  6.73824383e+02  2.56728987e+03 
 2.18776162e+06  7.50074607e+02  2.57906124e+03 -3.18178164e+02 -1.45649731e+02  6.02992726e+02  2.74858057e+02  3.90946869e+02  4.52181326e+02 -8.91330276e+02 -1.02763041e+03 -3.41454731e+02 -1.17429744e+03  7.50311991e+02  2.57993015e+03 
 2.23872114e+06  8.26390286e+02  2.58895394e+03 -3.20679567e+02 -1.43451984e+02  6.07699928e+02  2.70695605e+02  4.01836038e+02  4.48849569e+02 -9.16048873e+02 -1.02000298e+03 -3.76200485e+02 -1.17880406e+03  8.26652875e+02  2.58982668e+03 
 2.29086765e+06  9.02416203e+02  2.59616548e+03 -3.23105380e+02 -1.41245697e+02  6.12264390e+02  2.66517934e+02  4.12512219e+02  4.45280011e+02 -9.40281639e+02 -1.01183773e+03 -4.10814329e+02 -1.18209002e+03  9.02703905e+02  2.59704119e+03 
 2.34422882e+06  9.78017110e+02  2.60076500e+03 -3.25456524e+02 -1.39033541e+02  6.16687887e+02  2.62330060e+02  4.22968829e+02  4.41486658e+02 -9.64013803e+02 -1.00316651e+03 -4.45234686e+02 -1.18418678e+03  9.78329789e+02  2.60164281e+03 
 2.39883292e+06  1.05306588e+03  2.60282821e+03 -3.27734014e+02 -1.36818075e+02  6.20972373e+02  2.58136788e+02  4.33200221e+02  4.37483484e+02 -9.87232718e+02 -9.94021085e+02 -4.79403673e+02 -1.18512882e+03  1.05340335e+03  2.60370730e+03 
 2.45470892e+06  1.12744369e+03  2.60243656e+03 -3.29938955e+02 -1.34601745e+02  6.25119971e+02  2.53942708e+02  4.43201653e+02  4.33284370e+02 -1.00992779e+03 -9.84432990e+02 -5.13267196e+02 -1.18495322e+03  1.12780575e+03  2.60331612e+03 
 2.51188643e+06  1.20104018e+03  2.59967643e+03 -3.32072533e+02 -1.32386883e+02  6.29132947e+02  2.49752191e+02  4.52969248e+02  4.28903049e+02 -1.03209037e+03 -9.74433423e+02 -5.46774998e+02 -1.18369931e+03  1.20142656e+03  2.60055569e+03 
 2.57039578e+06  1.27375344e+03  2.59463832e+03 -3.34136003e+02 -1.30175706e+02  6.33013701e+02  2.45569394e+02  4.62499959e+02  4.24353056e+02 -1.05371371e+03 -9.64053116e+02 -5.79880686e+02 -1.18140829e+03  1.27416384e+03  2.59551653e+03 
 2.63026799e+06  1.34549002e+03  2.58741609e+03 -3.36130684e+02 -1.27970317e+02  6.36764749e+02  2.41398253e+02  4.71791520e+02  4.19647683e+02 -1.07479281e+03 -9.53322241e+02 -6.12541714e+02 -1.17812291e+03  1.34592414e+03  2.58829254e+03 
 2.69153480e+06  1.41616485e+03  2.57810623e+03 -3.38057948e+02 -1.25772701e+02  6.40388706e+02  2.37242491e+02  4.80842409e+02  4.14799940e+02 -1.09532436e+03 -9.42270323e+02 -6.44719347e+02 -1.17388709e+03  1.41662234e+03  2.57898025e+03 
 2.75422870e+06  1.48570110e+03  2.56680719e+03 -3.39919216e+02 -1.23584735e+02  6.43888273e+02  2.33105616e+02  4.89651802e+02  4.09822521e+02 -1.11530663e+03 -9.30926156e+02 -6.76378599e+02 -1.16874566e+03  1.48618157e+03  2.56767812e+03 
 2.81838293e+06  1.55402995e+03  2.55361872e+03 -3.41715946e+02 -1.21408180e+02  6.47266226e+02  2.28990923e+02  4.98219525e+02  4.04727769e+02 -1.13473936e+03 -9.19317739e+02 -7.07488146e+02 -1.16274403e+03  1.55453302e+03  2.55448595e+03 
 2.88403150e+06  1.62109044e+03  2.53864127e+03 -3.43449632e+02 -1.19244688e+02  6.50525397e+02  2.24901502e+02  5.06546014e+02  3.99527659e+02 -1.15362366e+03 -9.07472217e+02 -7.38020220e+02 -1.15592794e+03  1.62161568e+03  2.53950422e+03 
 2.95120923e+06  1.68682911e+03  2.52197547e+03 -3.45121790e+02 -1.17095805e+02  6.53668667e+02  2.20840238e+02  5.14632269e+02  3.94233766e+02 -1.17196192e+03 -8.95415833e+02 -7.67950495e+02 -1.14834321e+03  1.68737610e+03  2.52283359e+03 
 3.01995172e+06  1.75119981e+03  2.50372158e+03 -3.46733960e+02 -1.14962969e+02  6.56698953e+02  2.16809821e+02  5.22479808e+02  3.88857256e+02 -1.18975769e+03 -8.83173889e+02 -7.97257948e+02 -1.14003549e+03  1.75176808e+03  2.50457436e+03 
 3.09029543e+06  1.81416330e+03  2.48397907e+03 -3.48287693e+02 -1.12847517e+02  6.59619197e+02  2.12812743e+02  5.30090626e+02  3.83408869e+02 -1.20701562e+03 -8.70770718e+02 -8.25924718e+02 -1.13105006e+03  1.81475240e+03  2.48482602e+03 
 3.16227766e+06  1.87568697e+03  2.46284619e+03 -3.49784551e+02 -1.10750688e+02  6.62432356e+02  2.08851312e+02  5.37467152e+02  3.77898907e+02 -1.22374130e+03 -8.58229655e+02 -8.53935951e+02 -1.12143166e+03  1.87629641e+03  2.46368686e+03 
 3.23593657e+06  1.93574444e+03  2.44041959e+03 -3.51226100e+02 -1.08673620e+02  6.65141392e+02  2.04927654e+02  5.44612209e+02  3.72337229e+02 -1.23994124e+03 -8.45573029e+02 -8.81279644e+02 -1.11122430e+03  1.93637375e+03  2.44125358e+03 
 3.31131121e+06  1.99431527e+03  2.41679404e+03 -3.52613904e+02 -1.06617362e+02  6.67749266e+02  2.01043719e+02  5.51528974e+02  3.66733247e+02 -1.25562273e+03 -8.32822148e+02 -9.07946484e+02 -1.10047112e+03  1.99496396e+03  2.41762096e+03 
 3.38844156e+06  2.05138453e+03  2.39206210e+03 -3.53949524e+02 -1.04582871e+02  6.70258927e+02  1.97201289e+02  5.58220939e+02  3.61095924e+02 -1.27079378e+03 -8.19997302e+02 -9.33929678e+02 -1.08921427e+03  2.05205210e+03  2.39288159e+03 
 3.46736850e+06  2.10694249e+03  2.36631390e+03 -3.55234510e+02 -1.02571018e+02  6.72673308e+02  1.93401982e+02  5.64691880e+02  3.55433775e+02 -1.28546303e+03 -8.07117759e+02 -9.59224789e+02 -1.07749480e+03  2.10762843e+03  2.36712565e+03 
 3.54813389e+06  2.16098421e+03  2.33963694e+03 -3.56470402e+02 -1.00582593e+02  6.74995316e+02  1.89647264e+02  5.70945815e+02  3.49754871e+02 -1.29963966e+03 -7.94201780e+02 -9.83829575e+02 -1.06535252e+03  2.16168804e+03  2.34044065e+03 
 3.63078055e+06  2.21350923e+03  2.31211590e+03 -3.57658724e+02 -9.86183038e+01  6.77227831e+02  1.85938448e+02  5.76986977e+02  3.44066841e+02 -1.31333334e+03 -7.81266626e+02 -1.00774382e+03 -1.05282601e+03  2.21423043e+03  2.31291130e+03 
 3.71535229e+06  2.26452118e+03  2.28383251e+03 -3.58800983e+02 -9.66787845e+01  6.79373695e+02  1.82276709e+02  5.82819784e+02  3.38376882e+02 -1.32655416e+03 -7.68328573e+02 -1.03096918e+03 -1.03995248e+03  2.26525926e+03  2.28461937e+03 
 3.80189396e+06  2.31402746e+03  2.25486545e+03 -3.59898663e+02 -9.47645963e+01  6.81435712e+02  1.78663084e+02  5.88448804e+02  3.32691769e+02 -1.33931253e+03 -7.55402936e+02 -1.05350902e+03 -1.02676775e+03  2.31478193e+03  2.25564356e+03 
 3.89045145e+06  2.36203890e+03  2.22529026e+03 -3.60953227e+02 -9.28762321e+01  6.83416641e+02  1.75098483e+02  5.93878736e+02  3.27017858e+02 -1.35161915e+03 -7.42504087e+02 -1.07536828e+03 -1.01330621e+03  2.36280925e+03  2.22605944e+03 
 3.98107171e+06  2.40856944e+03  2.19517931e+03 -3.61966113e+02 -9.10141198e+01  6.85319194e+02  1.71583693e+02  5.99114379e+02  3.21361102e+02 -1.36348498e+03 -7.29645479e+02 -1.09655330e+03 -9.99600822e+02  2.40935519e+03  2.19593939e+03 
 4.07380278e+06  2.45363583e+03  2.16460171e+03 -3.62938733e+02 -8.91786252e+01  6.87146033e+02  1.68119386e+02  6.04160612e+02  3.15727061e+02 -1.37492110e+03 -7.16839677e+02 -1.11707170e+03 -9.85683048e+02  2.45443649e+03  2.16535255e+03 
 4.16869383e+06  2.49725732e+03  2.13362336e+03 -3.63872470e+02 -8.73700563e+01  6.88899765e+02  1.64706125e+02  6.09022371e+02  3.10120915e+02 -1.38593876e+03 -7.04098381e+02 -1.13693225e+03 -9.71582895e+02  2.49807241e+03  2.13436486e+03 
 4.26579519e+06  2.53945540e+03  2.10230694e+03 -3.64768677e+02 -8.55886658e+01  6.90582943e+02  1.61344369e+02  6.13704629e+02  3.04547476e+02 -1.39654927e+03 -6.91432456e+02 -1.15614473e+03 -9.57328901e+02  2.54028446e+03  2.10303899e+03 
 4.36515832e+06  2.58025354e+03  2.07071191e+03 -3.65628680e+02 -8.38346547e+01  6.92198060e+02  1.58034481e+02  6.18212378e+02  2.99011201e+02 -1.40676399e+03 -6.78851967e+02 -1.17471984e+03 -9.42948142e+02  2.58109610e+03  2.07143445e+03 
 4.46683592e+06  2.61967691e+03  2.03889458e+03 -3.66453770e+02 -8.21081752e+01  6.93747554e+02  1.54776733e+02  6.22550615e+02  2.93516205e+02 -1.41659428e+03 -6.66366203e+02 -1.19266902e+03 -9.28466258e+02  2.62053252e+03  2.03960754e+03 
 4.57088190e+06  2.65775218e+03  2.00690814e+03 -3.67245208e+02 -8.04093342e+01  6.95233798e+02  1.51571312e+02  6.26724323e+02  2.88066277e+02 -1.42605147e+03 -6.53983714e+02 -1.21000443e+03 -9.13907468e+02  2.65862040e+03  2.00761149e+03 
 4.67735141e+06  2.69450730e+03  1.97480273e+03 -3.68004224e+02 -7.87381953e+01  6.96659107e+02  1.48418324e+02  6.30738457e+02  2.82664894e+02 -1.43514681e+03 -6.41712341e+02 -1.22673877e+03 -8.99294604e+02  2.69538768e+03  1.97549646e+03 
 4.78630092e+06  2.72997125e+03  1.94262552e+03 -3.68732012e+02 -7.70947826e+01  6.98025732e+02  1.45317801e+02  6.34597939e+02  2.77315233e+02 -1.44389149e+03 -6.29559248e+02 -1.24288526e+03 -8.84649141e+02  2.73086337e+03  1.94330962e+03 
 4.89778819e+06  2.76417392e+03  1.91042076e+03 -3.69429738e+02 -7.54790828e+01  6.99335863e+02  1.42269704e+02  6.38307636e+02  2.72020184e+02 -1.45229658e+03 -6.17530952e+02 -1.25845751e+03 -8.69991235e+02  2.76507736e+03  1.91109525e+03 
 5.01187234e+06  2.79714589e+03  1.87822991e+03 -3.70098529e+02 -7.38910479e+01  7.00591628e+02  1.39273933e+02  6.41872361e+02  2.66782368e+02 -1.46037299e+03 -6.05633356e+02 -1.27346942e+03 -8.55339758e+02  2.79806024e+03  1.87889481e+03 
 5.12861384e+06  2.82891827e+03  1.84609168e+03 -3.70739485e+02 -7.23305977e+01  7.01795091e+02  1.36330324e+02  6.45296855e+02  2.61604148e+02 -1.46813150e+03 -5.93871779e+02 -1.28793517e+03 -8.40712342e+02  2.82984314e+03  1.84674703e+03 
 5.24807460e+06  2.85952258e+03  1.81404217e+03 -3.71353668e+02 -7.07976225e+01  7.02948254e+02  1.33438659e+02  6.48585787e+02  2.56487640e+02 -1.47558270e+03 -5.82250989e+02 -1.30186910e+03 -8.26125421e+02  2.86045758e+03  1.81468802e+03 
 5.37031796e+06  2.88899057e+03  1.78211493e+03 -3.71942112e+02 -6.92919846e+01  7.04053060e+02  1.30598668e+02  6.51743742e+02  2.51434730e+02 -1.48273701e+03 -5.70775227e+02 -1.31528568e+03 -8.11594276e+02  2.88993533e+03  1.78275134e+03 
 5.49540874e+06  2.91735416e+03  1.75034109e+03 -3.72505814e+02 -6.78135214e+01  7.05111388e+02  1.27810036e+02  6.54775219e+02  2.46447088e+02 -1.48960464e+03 -5.59448241e+02 -1.32819943e+03 -7.97133079e+02  2.91830831e+03  1.75096814e+03 
 5.62341325e+06  2.94464525e+03  1.71874942e+03 -3.73045743e+02 -6.63620466e+01  7.06125057e+02  1.25072402e+02  6.57684625e+02  2.41526173e+02 -1.49619559e+03 -5.48273314e+02 -1.34062489e+03 -7.82754940e+02  2.94560844e+03  1.71936720e+03 
 5.75439937e+06  2.97089569e+03  1.68736649e+03 -3.73562834e+02 -6.49373527e+01  7.07095828e+02  1.22385366e+02  6.60476269e+02  2.36673252e+02 -1.50251964e+03 -5.37253287e+02 -1.35257654e+03 -7.68471953e+02  2.97186756e+03  1.68797509e+03 
 5.88843655e+06  2.99613714e+03  1.65621672e+03 -3.74057993e+02 -6.35392126e+01  7.08025402e+02  1.19748492e+02  6.63154362e+02  2.31889410e+02 -1.50858634e+03 -5.26390589e+02 -1.36406881e+03 -7.54295240e+02  2.99711737e+03  1.65681624e+03 
 6.02559586e+06  3.02040102e+03  1.62532250e+03 -3.74532092e+02 -6.21673815e+01  7.08915423e+02  1.17161311e+02  6.65723011e+02  2.27175559e+02 -1.51440501e+03 -5.15687262e+02 -1.37511599e+03 -7.40234999e+02  3.02138928e+03  1.62591306e+03 
 6.16595002e+06  3.04371841e+03  1.59470429e+03 -3.74985976e+02 -6.08215983e+01  7.09767477e+02  1.14623322e+02  6.68186221e+02  2.22532452e+02 -1.51998474e+03 -5.05144982e+02 -1.38573225e+03 -7.26300546e+02  3.04471439e+03  1.59528600e+03 
 6.30957344e+06  3.06612000e+03  1.56438071e+03 -3.75420461e+02 -5.95015876e+01  7.10583096e+02  1.12134000e+02  6.70547890e+02  2.17960689e+02 -1.52533436e+03 -4.94765090e+02 -1.39593155e+03 -7.12500365e+02  3.06712340e+03  1.56495370e+03 
 6.45654229e+06  3.08763607e+03  1.53436864e+03 -3.75836331e+02 -5.82070605e+01  7.11363758e+02  1.09692794e+02  6.72811808e+02  2.13460732e+02 -1.53046248e+03 -4.84548606e+02 -1.40572767e+03 -6.98842144e+02  3.08864659e+03  1.53493305e+03 
 6.60693448e+06  3.10829635e+03  1.50468332e+03 -3.76234345e+02 -5.69377168e+01  7.12110887e+02  1.07299132e+02  6.74981661e+02  2.09032912e+02 -1.53537745e+03 -4.74496255e+02 -1.41513417e+03 -6.85332824e+02  3.10931372e+03  1.50523928e+03 
 6.76082975e+06  3.12813008e+03  1.47533843e+03 -3.76615233e+02 -5.56932455e+01  7.12825856e+02  1.04952422e+02  6.77061025e+02  2.04677437e+02 -1.54008739e+03 -4.64608487e+02 -1.42416434e+03 -6.71978635e+02  3.12915401e+03  1.47588608e+03 
 6.91830971e+06  3.14716590e+03  1.44634618e+03 -3.76979698e+02 -5.44733266e+01  7.13509987e+02  1.02652054e+02  6.79053369e+02  2.00394402e+02 -1.54460016e+03 -4.54885497e+02 -1.43283123e+03 -6.58785141e+02  3.14819614e+03  1.44688567e+03 
 7.07945784e+06  3.16543186e+03  1.41771739e+03 -3.77328419e+02 -5.32776319e+01  7.14164554e+02  1.00397406e+02  6.80962056e+02  1.96183796e+02 -1.54892338e+03 -4.45327242e+02 -1.44114761e+03 -6.45757273e+02  3.16646814e+03  1.41824887e+03 
 7.24435960e+06  3.18295537e+03  1.38946159e+03 -3.77662048e+02 -5.21058263e+01  7.14790782e+02  9.81878397e+01  6.82790345e+02  1.92045514e+02 -1.55306445e+03 -4.35933460e+02 -1.44912595e+03 -6.32899374e+02  3.18399746e+03  1.38998523e+03 
 7.41310241e+06  3.19976320e+03  1.36158709e+03 -3.77981212e+02 -5.09575687e+01  7.15389852e+02  9.60227088e+01  6.84541387e+02  1.87979359e+02 -1.55703050e+03 -4.26703687e+02 -1.45677846e+03 -6.20215226e+02  3.20081086e+03  1.36210303e+03 
 7.58577575e+06  3.21588146e+03  1.33410104e+03 -3.78286515e+02 -4.98325128e+01  7.15962896e+02  9.39013560e+01  6.86218232e+02  1.83985050e+02 -1.56082846e+03 -4.17637271e+02 -1.46411700e+03 -6.07708094e+02  3.21693446e+03  1.33460945e+03 
 7.76247117e+06  3.23133557e+03  1.30700952e+03 -3.78578538e+02 -4.87303083e+01  7.16511007e+02  9.18231166e+01  6.87823827e+02  1.80062233e+02 -1.56446500e+03 -4.08733390e+02 -1.47115316e+03 -5.95380749e+02  3.23239368e+03  1.30751058e+03 
 7.94328235e+06  3.24615028e+03  1.28031762e+03 -3.78857839e+02 -4.76506012e+01  7.17035232e+02  8.97873199e+01  6.89361022e+02  1.76210483e+02 -1.56794658e+03 -3.99991063e+02 -1.47789821e+03 -5.83235511e+02  3.24721329e+03  1.28081149e+03 
 8.12830516e+06  3.26034962e+03  1.25402949e+03 -3.79124954e+02 -4.65930352e+01  7.17536580e+02  8.77932904e+01  6.90832564e+02  1.72429310e+02 -1.57127943e+03 -3.91409166e+02 -1.48436309e+03 -5.71274269e+02  3.26141734e+03  1.25451633e+03 
 8.31763771e+06  3.27395697e+03  1.22814838e+03 -3.79380398e+02 -4.55572519e+01  7.18016018e+02  8.58403491e+01  6.92241109e+02  1.68718166e+02 -1.57446957e+03 -3.82986444e+02 -1.49055843e+03 -5.59498517e+02  3.27502920e+03  1.22862837e+03 
 8.51138038e+06  3.28699498e+03  1.20267677e+03 -3.79624667e+02 -4.45428915e+01  7.18474476e+02  8.39278148e+01  6.93589214e+02  1.65076452e+02 -1.57752280e+03 -3.74721522e+02 -1.49649456e+03 -5.47909379e+02  3.28807153e+03  1.20315009e+03 
 8.70963590e+06  3.29948563e+03  1.17761635e+03 -3.79858236e+02 -4.35495937e+01  7.18912846e+02  8.20550052e+01  6.94879347e+02  1.61503518e+02 -1.58044470e+03 -3.66612917e+02 -1.50218149e+03 -5.36507635e+02  3.30056631e+03  1.17808317e+03 
